eng,ind
"""One of my favorite food is tofu. Other than the fact that it's not too expensive, this food is also considered healthy. Yun Yi tofu can be easily obtained in supermarkets, while Yun Sen tofu has their own way of processing theirs.""","""Salah satu makanan favorit saya adalah tahu. Selain tidak terlalu mahal, makanan ini pun tergolong sehat. Tahu yun yi mudah di dapat di supermarket, sedangkan tahu yun sen mempunyai kreatifitas tersendiri dalam mengolah."""
"""The only thing interesting about this cafe is the eating-in-the-dark concept. If you get past that, there's really not much else. The food is okay enough. Nothing really special here""","""Yang bikin penasaran dari kafe ini sih cuma makan di tempat gelapnya saja. Tidak ada yang aneh lagi atau bikin penasaran. Untuk makannya standar sih. Tidak ada yang spesial begitu"""
"""70% of the voting netizens says this person is a liar. Do y'all still wanna belive him?""","""Hasil poling netizen 70% orang ini pembohong. Apakah kalian masih mau percaya?"""
"""I really hate throwing up food I've already eaten. Feels so unpleasant""","""Paling benci memuntahkan makanan yang sudah dimakan. Tidak enak sekali"""
"""My shirt went missing and they took no responsibility whatsoever. 3-star hotel but couldn't deal with a thief. Horrible services.""","""Baju hilang ga tanggung jawab.. hotel bintang tiga tapi ada pencurinya pelayanan buruk"""
"""Madame Sari is a resto owned by Kartika sari. Smart management by arranging the resto inside their building, allowing for easy access for the customers who wanna eat after buying brownies and other snacks. ...""","""Madame sari adl resto milik kartika sari. Manajemen cerdik dengan membuat resto di dalam bangunan mereka, sehingga memudahkan konsumen yang ingin makan sehabis membeli brownies dan cemilan lainnya. Sop iga -nya recommended, termasuk nasi goreng -nya."""
"""This simple resto is hella crowded with visitors, the most popular food menu ordered has to be its Ayam Penyet Sambal. The flavour is tasty and just right for an Indonesian's taste buds.""","""Resto sederhana ini sangat ramai pengunjungnya, menu makanan yang paling banyak dipesan ayam penyet sambal. Rasanya enak sesuai citarasa indonesia."""
"""Just count the V9 in this picture, you'll get a surprise from Bhinneka!""","""Cuma hitung jumlah tulisan v9 di gambar ini, kamu bisa dapat kejutan dari bhinneka!"""
"""The venue's got indoor and semi-outdoor spots., cool breeze, varied menu, huge portions, and relatively cheap price for satisfying portion flavour. The service is good as well. Hella recommended, alright!""","""Tempatnya ada indoor dan semi di luar, udara sejuk, menu beragam, porsinya besar, harganya pun relatif murah dengan rasa porsi yang cukup memuaskan. Pelayanannya pun oke. Rekomendasi banget deh!"""
"""Traveloka first, vacation later hahahaha, we sure sound just like the commercials huh?""","""Traveloka dulu liburan kemudian wkwkwkwk dah seperti bintang iklan banget enggak seh kita:"""
"""Positive. Economical, satisfactory taste, hospitable service, and great texture on the noodles.""","""Positif: Harga murah, rasa lumayan, pelayanan ramah, mienya bagus teksturnya."""
"""This hotel's services are utterly disappointing""","""Pelayanan hotel ini sangat mengecewakan."""
"""Is it true that the number one is considered a lucky charm in Javanese regional head election?""","""Benarkah angka satu dianggap menjadi pembawa hoki di pilkada jawa?"""
"""As far as I know, BRI resto is open from 13:00 until 14:00 WIB. But you can still have transactions when there are at least 2 tellers and 2 CS-es.""","""Setahu saya jam resto bri dmulai pukul 13 sampai dengan 14 wib. Tetapi tetap buka trx bila teller dan cornya minimal 2."""
"""The Barca vs Milan duel is met with heavy rain the whole day! Even mother nature knows and cries after watching both side's dirty tricks tsktsktsk""","""Jelang duel barca vs milan disambut hujan angin seharian! Alam pun tahu dan menangis sedih melihat permainan trik kotor kedua tim ck ck ck"""
"""Delish food, cool, comfy place. Best visited in the noons to be able to enjoy the scenery. Afternoons are fun, too, though.""","""Makanan yang enak, tempat yang sejuk dan nyaman. Bagusnya datang siang hari supaya dapat menikmati pemandangan. Suasana sore juga menyenangkan."""
"""The staff was not kind at all, they slammed the plates into our table, and just put our drinks haphazardly, without telling us which drink was which. So far, the price was way too costly. For the flavour, the ones with veggies were too salty""","""Stafnya tidak ramah sama sekali, saat menyajikan makanan seperti banting banting piring, terus saat menaruh minuman posisinya sembarang, tanpa memberi tahu ini minuman apa. Untuk harga makanan sejauh ini terlalu mahal. Rasa makanan, untuk yang ada sayurannya terasa asin."""
"""Been here a few times, but never got sick of its romantic, soothing atmosphere, feels like a personal resto. From the food to the service, everything's top notch. Highly recommended to visit here.""","""Sudah beberapa kali ke sini, tetapi tidak pernah bosan dengan suasana yang romantis, tenang, seperti resto pribadi. Dari makanan, pelayanan oke punya. Direkomendasikan to visit here"""
"""PSSI has a backup plan while waiting for Luis Milla""","""Pssi punya rencana cadangan saat tunggu luis milla"""
"""Got a design gig once in the bakery from 8 in the morning, and worked until 6 the next morning before going home from that bakery.""","""Pernah dapat kerjaan desain di toko roti mulai jam 8 pagi mengerjakan sampai jam 6 besok paginya baru pulang dari toko roti itu."""
"""Opposition's selling power, having no quality by continuously spreading hoax.""","""Daya jual oposisi, tidak berkualitas dengan menyebarkan isu bohong terus-menerus"""
"""Seriously, Eiger's stuff are top notch""","""Eiger, itu barangnya bagus-bagus serius dah."""
"""Eating here feels great. The package is affordable for large groups. The food tastes amazing. The sambal was good, and they always have a jar of kerupuk aci. And also, you gotta try the juice. It's so good and fresh, they mix fruits and vegetables really well""","""Makan di sini enak banget. Paketnya murah bisa buat banyak orang. Rasanya enak sekali. Sambal enak, selalu disediakan kerupuk aci 1 toples. Dan yang harus dicoba itu, juice-nya. Enak banget, segar, campuran buah dan sayuran."""
"""Will never get tired of coming back here, especially in Friday and Saturday nights when there's live music. The food is delicious, it's absolutely awesome, never disappointing and will definitely return""","""Tidak akan pernah kapok buat kembali lagi ke sini, apalagi kalau datangnya jumat malam atau sabtu malam ada live musicnya, makanannya enak-enak, oke deh pokoknya, tidak pernah mengecewakan dan pasti akan kembali lagi."""
"""Getting inside Resto Sagoo, we were greeted by antique interior, the old school decors reminded us of old stuff in our old kitchen. The food offered was also distinctly ancient, the price and flavor matched each other, in that they were mediocre and nothing special. The dining room and food presentation were also quite plain.""","""Memasuki resto sagoo kita disuguhi interior antik, pernak pernik jadul mengingatkan kita akan barang barang lama di dapur zaman dulu. Makanan yang ditawarkan juga khas peranakan zaman dulu, harga, dan rasa sebanding biasa-biasa saja alias standar tidak ada yang istimewa, penampilan ruang dan penyajian juga sangat biasa."""
"""JNE is always amazing, even their courier berates me. No, I won't be using f**cking JNE ever again""","""Jne luar biasa banget ini yang mengantar paketnya marah marahin gue. Tidak tidak lagi anj*ng pakai jne."""
"""Due to electrical short circuit, two Tongkonan traditional houses went up in flames.""","""Korsleting listrik, dua rumah adat tongkonan hangus terbakar"""
"""Located on the mountain peak with awesome scenery. Service is friendly and quick. The food is varied.""","""Lokasi di atas puncak pegunungan dengan pemandangan yang luar biasa. Pelayanan ramah dan cepat. Makanan sangat bervariasi."""
"""To whom it may concern in BCA Bank, I think you should increase the number of Customer Service Representation Officers. You wouldn't want to be labelled as a huge bank with crap service, don't you?""","""Yang terhormat bank bca, sepertinya anda harus menambah jumlah personil pelayanan pelanggan representatif officer deh, daripada dijuluki bank besar pelayanan payah"""
"""Toyota releases their newest product.""","""Toyota mengeluarkan produk terbarunya."""
"""The cafe in Northern Bandung is a cafe that only sells the view, don't expect food with large portions. But truly, the mood  is rather nostalgia-inducing, a spacious place like this could give the peace from the hustle and bustle of the cities. The place is comfortable, homey, relaxing, and lush.""","""Cafe di bandung utara adalah kafe yang hanya menjual pemandangan, jangan berharap makanan dalam porsi besar. Tapi memang suasanya yang bikin kangen, tempat sebesar ini memberikan ketenangan dari hingar bingar kota. Tempatnya nyaman, nyaman, tenang dan hijau."""
"""The UU Ormas revisions will be added as a national legislation program in this month's hearing. That's the agreement made by the legislative body.""","""Revisi uu ormas akan dimasukkan sebagai prolegnas pada bulan sidang januari ini. Kesepakatannya begitu dengan baleg"""
"""Great place to stay with loved ones, hang out, or chat with friends. All in all, highly recommended""","""Enak tempatnya buat pacaran, nongkrong, dan ngobrol bareng teman-teman, direkomendasikan lah pokoknya"""
"""The fried chicken's crispy, coupled with its signature sauce, the ice cream sundae is refreshing and pretty affordable, with four kinds of flavours, namely chocolate, strawberry, blueberry, and kiwi.""","""Ayam gorengnya renyah dengan bumbu yang khas es krim sundaenya segar dan harganya cukup murah dengan empat macam rasa yaitu chocolate, strawbery, blueberry, dan kiwi"""
"""I think the mango I saw on that tree yesterday has been eaten by a bat.""","""Buah mangga yang kemarin gue lihat di pohon kayaknya sudah dimakan sama kelelawar."""
"""No contest, yo, hope the device is long-lastin'.""","""Tidak ada duanya deh, semoga awet devicenya."""
"""Ideal dining spot for students to stuff their stomachs and hang out with friends. The place is pretty fun, the food choices are plentiful, from Asian, Indonesian, and Western, all for reasonable prices. The service here is also pretty good.""","""Tempat makan yang cocok untuk mahasiswa untuk mengisi perut dan nongkrong dengan teman. Tempatnya cukup asik, pilihan makanannya banyak, ada asia, indonesia, makanan barat dan dengan harga yang sangat terjangkau. Pelayanannya pun bisa dibilang bagus."""
"""Bought this product because everyone and their mother said it was the best, but really, I didn't get the same impression""","""Beli produk ini sebab semua orang bilang mutunya terbaik, tapi ternyata saya tidak mendapat kesan yang sama."""
"""There are lots of flaws that I noticed after buying this brand of handphone. The camera's ugly. The speaker's dirty. The screen's hard on the eyes, too.""","""Ada banyak kekurangan yang saya rasakan setelah membeli handphone merek ini. Kamera jelek. Speaker tidak bersih. Layarnya juga tidak nyaman dilihat mata."""
"""After seeing the entire area, we can say that Dusun Bambu is a good place to hunt. From the bamboo nest to the lake. Insya Allah we will return in May to enjoy its beautiful atmosphere again.""","""Setelah melihat seluruh areanya dusun bambu cocok buat tempat berburu. Mulai dari sarang bambu sampai danaunya. Insya allah kami akan kembali pada bulan mei untuk menikmati suasana asrinya lagi."""
"""The noodles are so similar to the original Mie Nursijan that no longer exists since the chef has passed away. The fried rice is also recommended.""","""Mi nya mirip banget dengan mi nursijan yang asli yang sekarang sudah tidak ada lagi karena kokinya sudah almarhum. Nasi gorengnya juga rekomendasi"""
"""Excuse me, I had an order from Regensi to Multazam hospital paid with GoPay but the money wouldn't get into my deposit. Please help.""","""Maaf saya semalam dapat order dari regensi ke rs multazam pembayaran pakai gopay tapi tidak masuk ke deposit tolong dibantu"""
"""Indeed the price does not lie. The price of the food and beverages here may be expensive. But it is appropriate with the taste and place provided.""","""Memang harga tidak membohongi. Harga makanan dan minuman di sini memang mahal. Tetapi sesuai dengan rasa dan tempat yang diberikan."""
"""I've eaten here a few times. The place is perfect for relaxing with friends or family. The price is also fairly reasonable. I like the Rawon""","""Saya beberapa kali makan di sini. Tempatnya enak buat santai sama teman atau keluarga. Harga makanannya juga bersahabat: Saya suka rawonnya."""
"""Immediately nauseous, noodles were too mushy, took way too long to come out, and the servers were aloof""","""Langsung mual, mienya kelembekan, nunggunya lama, pelayannya cuek."""
"""If you're looking for an affordable homemade food in Jalan Braga, check this place out. The menu is perfectly homely, with great taste especially for the sambal enjoyers. The place isn't too big, but there's live music, and sometimes even visitors can sing. It's pretty clear that this place isn't for people who like peace and quiet.  ""","""Mencari makanan rumahan yang murah meriah di jalan braga coba di sini. Menu sederhana dengan rasa lumayan terutama buat mereka penyuka sambal. Tempat tidak terlalu luas, ada live musik, kadang pengunjung boleh bernyanyi, untuk mereka yang suka ketenangan memang tidak cocok makan di sini."""
"""For those looking for a nostalgic traditional Sundanese meal with tin plates and cups, this is the choice restaurant. This place is in the heart of the city, near Gedung Sate, so keep in mind that in holidays especially Sundays, this area will surely be packed and crowded.""","""Buat yang ingin bernostalgia dengan piring dan cangkir kaleng, dengan menu makanan khas sunda, restoran ini bisa dipilih. Terletak di pusat kota, dekat gedung sate, sehingga pada hari libur khususnya minggu, di sekitaran tempat ini sangat padat dan ramai."""
"""...The place was so vast, yet so empty on a Sunday night. This wasn't a good sign for a resto. The food was lacklustre as well, the fish wasn't fresh at all since it was already tasteless. Not memorable and not recommended to anyone.""","""Pertama kali saya makan di resto ini, begitu masuk ke resto, hanya ada sepasang suami - istri sedang menikmati makan malam. Tempatnya begitu luas namun kosong pada hari minggu pada jam makan malam. Ini bukan pertanda baik bagi sebuah resto. Makanannya juga kurang enak, ikannya tidak segar karena sudah hambar. Sangat tidak terkesan dan tidak akan menyarankan resto ini kepada siapapun."""
"""The taste lacks deliciousness. For a Korean resto, the flavour is not authentic. The place is good, the decor is comfortable.""","""Rasanya kurang enak. Untuk resto korea, rasanya tidak authentic. Tempatnya bagus, dekornya comfortable."""
"""The place is comfortable because there's plenty of space between the tables. The food is also great, especially the crab combo menu. The sauce is kinda spicy but still delicious enough to get seconds, especially accompanied with the rice or bread that comes with the menu.""","""Tempatnya nyaman karena jarak dari satu meja ke meja lainnya cukup berjarak. Makanannya pun enak terutama menu paket kepitingnya. Sausnya cukup pedas tetapi tetap enak untuk terus disantap apalagi dengan nasi atau roti yang disajikan bersama dalam menunya."""
"""The incumbent pair of Pilkada Garut is still in the lead for now""","""Pasangan petahana pilkada garut unggul sementara"""
"""A very strategic location in the city of Medan, really fun to bring your family to this location, as far as the cost is concerned, just follow the readily available menu.""","""Lokasi sangat strategis di kota medan, sangat menyenangkan dengan membawa keluarga ke lokasi ini, untuk masalah harga tinggal mengikuti menu yang sudah ada"""
"""Simpang Raya restaurant. Our family's most favorite is the pop fried chicken. Also seasoned roast chicken and crispy fried chicken.""","""Restoran simpang raya. Kami sekeluarga yang paling suka adalah ayam goreng popnya. Juga ayam bakar bumbu dan ayam goreng bumbu cremes,"""
"""Dumbass thinks any citizen can get away with doing bad stuff. He's out of his mind""","""Orang tolol, masa setiap warga negara boleh melakukan hal buruk. Sudah sesat ini orang"""
"""I'd say the location was pretty ideal, just accross the highway. The menu was decently varied, ranging from noodles, bread, coffee, etc. I ordered a boiled Indomie Saos Telur Asin with broth that time, along with iced orange juice and vanilla treasure for dessert. Its taste is also pretty alright.""","""Dari segi lokasi bisa dikatakan cukup strategis, berada tepat di seberang jalan raya. Menu cukup bervariasi, antara lain mie, roti, kopi dll. saya kali ini pesan menu indomie saos telur asin yang kuah atau direbus, ice jeruk dan sajian penutup vanilla treasure. Dari segi rasa cukup lumayan enak."""
"""Don't just believe in online news, y'all. Lotsa hoaxes.""","""Jangan pada percaya pada berita online kakak. Banyak bohongnya."""
"""The facility is great, my kids are happy. There's TV, mini farm, the lake's great, the food's complete, and the garden's layout is natural and organized.""","""Fasilitas oke, anak sangat riang, ada tv, mini farm, danaunya bagus, makanan lengkap, layout taman alami dan tertata"""
"""Just left this diner because the food we ordered were mostly out. The place was so crowded and we came a bit late in the afternoon. We waited for more than half an hour only to find out that half our orders weren't available. The last order we made hadn't been made either.""","""Baru saja meninggalkan tempat makan ini karena makanan yang kami order kebanyakan sudah tidak ada. Tempat sangat ramai dan saya serta keluarga datang agak sore. Kami menunggu lebih dari setengah jam hanya untuk mengetahui setengah pesanan kami tidak tersedia. Pesanan yang sudah dipesan pun belum dibuatkan."""
"""We've counted the votes and found a trace of foul play. There's gotta be some bribing involved to make him win.""","""Kami juga sudah melakukan penghitungan dan ditemukan adanya kecurangan. Pasti ada sogokan supaya dia menang."""
"""Please inform which ATM in Semarang can be used to withdraw cash from BCA Mobile, thank you.""","""Mohon informasikan atm mana saja di semarang yang bisa untuk tarik tunai melalui bca mobile, terima kasih"""
"""My friend recommended this place because of its signature fishball noodles. Location's close to Mesjid Agung. Simple, but clean place. One portion costs Rp 55.000, while the avocado drink costs Rp 30.000. When it comes to taste, it's certainly delicious and the price don't lie.""","""Teman merekomendasikan tempat ini karena rasa dari mi baksonya yang khas. Lokasi dekat dengan mesjid agung. Tempat sederhana namun bersih. Satu porsi rp. 55.000 sedangkan minuman alpukat menteganya rp. 30.000. Mengenai rasa, enak dan harga tidak berbohong."""
"""The first time coming here, I understimated this place, but once I got here and heard the soothing traditional Sundanese music, I knew that this was a comfortable eatery. The food was inexpensive for my family, and the servers were very hospitable. All around I highly recommend this, totes. Very nice, Kampung Daun.""","""Pertama ke sini saya under estimate, pas waktu sampai saya mendengarkan lagu khas sunda yang tenang dan tempat makan yang nyaman. Lalu makanan yang tidak terlalu mahal buat keluarga berikut pelayanan yang sangat ramah. Pokoknya saya recomend banget dech. Mantaps kampung daun"""
"""The venue's fun both for people with families or couples. There's a pretty interesting special menu here. You might wanna bring some friends to help you finish it. In fact, that's where the fun begins. Yup, just try out the Super Jumbo Black Burger, rounding up to 16 cm in diameter.""","""Tempatnya menyenangkan baik untuk yang sudah berkeluarga ataupun pasangan. Ada menu spesial di sini yang cukup menarik. Disarankan anda membawa beberapa teman untuk membantu anda menghabiskannya. Justru di situlah keseruan terjadi. Yup cobalah menu burger hitam super besar kira-kira berdiameter 16 cm."""
"""There have been two earthquakes in Lombok recently""","""Belakangan ini sudah terjadi dua kali gempa di lombok."""
eng,ind
"""Near the hotel I stayed in, reachable by foor, so many food choice here, the place is huge, and fun""","""Dekat dengan hotel saya menginap, hanya ditempuh jalan kaki, di sini banyak sekali pilihan makanannya, tempat yang luas, dan menyenangkan"""
"""Yeah that's right, he's looking after the store now""","""Iya benar, dia sedang jaga warung."""
"""The water spinach was alright but the crab with Padang sauce was disappointing. We were given a hollow crab. In the end we decided not to eat the crab and returned it.""","""Kangkungnya lumayan tapi kepiting saus padangnya mengecewakan kami dikasih kepiting yang kopong akhir kami tidak makan keptingnya dan dikembalikan."""
"""Located inside the Braga City Walk, which is in the same building as Aston and Fave Hotel, this is the perfect hangout spot. The coffee-tea mix that I tried for the first time was actually amazing. Combined with a sunny-side up egg and you got yourself the perfect meal for chatting with your friends. The smoke-free zone just adds to the comforting feeling as you watch the view of people coming and going in this mall""","""Bertempat di braga city walk yang satu gedung dengan aston dan fave hotel, tempat ini sangat nyaman buat kongkow-kongkow. Kopi campur teh yang baru pertama kali saya nikmati ternyata sangat enak, dipadu dengan telur setengah matang menjadi pendamping mengobrol bersama teman-teman. Area yang bebas merokok semakin mengasyikkan sambil menikmati pemandangan lalu lalang orang-orang yang keluar masuk mal ini."""
"""Gianyar recieved a total 44,9 billion Rupiah from government support in 2018""","""Gianyar terima bantuan sosial 2018 sebesar rp 44, 9 miliar"""
"""This is an example of a useless generation. Rather than being beneficial for our country, it instead becomes something that threatens it! Great job, just arrest them using UU ITE""","""Ini salah satu contoh generasi yang tidak berguna. Bukan malah bermanfaat untuk bangsa tapi malah jadi sesuatu yang berbahaya bagi bangsa! Mantap jerat saja pakai uu ite"""
"""Good afternoon friends, we are currently conducting a maintenance, so the app is currently inaccessable.""","""Sore sahabat, saat ini sedang dilakukan pemeliharaan sehingga aplikasi tidak dapat diakses."""
"""True, we are indeed weak, I'm also actually a scaredy-cat.""","""Memang lemah kita ini aku juga penakut sebenarnya"""
"""Last time I was in Hanamasa the price was 120 thousand / person. But I think you'll get more than your money's worth. You can pick all the food you want, and the taste won't disappoint, you can even mix and match your own ideal meal. If you love beef, you'll love it here""","""Terakhir ke hanamasa harganya 120 ribu / orang. Tapi puasnya lebih dari itu. Bisa ambil makanan sepuasnya, tapi rasa tidak mengecewakan, pintar-pintar kita saja meracik sendiri. Kalau penggemar daging sapi pasti suka ke sini"""
"""Getting to The Peak might feel so far away from the city centre of Bandung, and the access can be rather confusing, especially the small road with lots of twists and turns. However, your chances of being lost is slim because there are signages in almost every turn leading up to The Peak. The place is very good for those looking for a romantic night vibe, with a breathtaking view of the city at night. ""","""Untuk menuju ke the peak memang terasa sangat jauh dari pusat kota bandung, dan aksesnya yang agak membingungkan dan jalan kecil berkelok-kelok. Namun anda mungkin tidak akan tersesat karena hampir di tiap belokan ada signage menuju ke the peak. Tempatnya sangat bagus untuk anda yang mencari suasana malam romantis, dengan pemandangan malam kota yang menakjubkan."""
"""Kebun Raya bogor can be one of the travel destinations""","""Kebun raya bogor bisa dijadikan salah satu tujuan destinasi wisata"""
"""The Peak is located near Lembang in the breezy highlands of Bandung, which is ideal, but you'll have to go through quite a winding and steep road, with sharp turns along the way. Driving here at night or while raining is not recommended. In The Peak, there's a restaurant with a beautiful hillside view of Bandung city, but the meals are very expensive and not at all worth the price.""","""The peak berlokasi di dekat lembang, dataran tinggi di bandung yang sejuk dan lokasi yang sangat baik namun jalan untuk mencapai tempat ini sangat berkelok disertai tikungan tajam nan curam, tidak disarankan untuk berkendara saat hujan dan malam hari. Di the peak terdapat restoran dengan pemandangan kota bandung yang indah dari perbukitan, harga makanan yang sangat mahal dan sangat tidak sesuai."""
"""I'm never using Lion Air services ever again.""","""Saya kapok menggunakan jasa lion air"""
"""There are many things we can do in our spare time""","""Banyak hal yang dapat kita lakukan untuk mengisi waktu luang."""
"""Gettin' more apathetic each time I report stuff like this. Cuz even after last week they still haven't worked on it. Empty promises after empty promises.""","""Semakin apatis melaporkan hal-hal seperti ini. Karena sampai minggu lalu masih tetap belum dikerjakan. Hanya janji-janji terus."""
"""Price off the roof for an eenie-meenie portion, I can't promise coming back a second time. Cooking's not  even that different from my ma's!""","""Harga selangit porsi seiprit tidak janji lagi saya datang untuk yang kedua kali. Masakannya tidak beda jauh sama ema saya dong!"""
"""Available now, 5 brand new lunch boxes from Kotak Makan Yooyee, anti-leak lunch box 590 ""","""Baru dan tersedia, 5 sekat makan siang kotak kotak makan yooyee kotak bekal anti bocor 590"""
"""I don't get why this restaurant is ranked 12th out of 1800-ish restaurants in Jakarta. So expensive! The location is hidden, and the food is so-so. Don't blindly trust misleading reviews.""","""Tidak mengerti ya kenapa resto ini menduduki peringkat 12 dari 1800an resto yang ada di jakarta. Harga mahal! Lokasi tersembunyi, dan rasa makanan biasa saja. Jangan terlalu percaya sama review yang menyesatkanlah."""
"""An explosion during a protest in Afghanistan killed 68 people""","""Ledakan dalam aksi protes di afghanistan tewaskan 68 orang"""
"""I visited that restaurant together with my friends. Most of my friends were amazed to see the beautiful night view. I had the chance to try their imported steak, very tasty especially the sauce. Mmm yummy. If I have the chance, I'd like to come here again.""","""Saya berkunjung ke restoran itu bersama dengan teman saya. Teman saya kebanyakan terkejut melihat pemandangannya yang sangat indah di malam hari. Saya berkesempatan mencoba steak impornya, sangat enak apalagi sausnya. Mmm yummi. Kalau ada kesempatan saya ingin berkunjung lagi ke sana."""
"""The road to Dusun Bambu can be travelled in around 1-2 hours by a private car. Try visiting Dusun Bambu around dusk because it's when we can clearly see the scenery and just in time for dinner.""","""Akses menuju dusun bambu bisa ditempuh kira-kira dalam waktu 1 - 2 jam menggunakan mobil pribadi. Berkunjung ke dusun bambu diusahakan saat petang hari karena kita dapat melihat jelas pemandangan yang ada dan waktu yang pas untuk makan malam."""
"""The food is okay, just like the other Xo Suki branches. However, just because it's a national holiday like Eid doesn't mean that you can stop smiling or make us have to order over and over again to get our drinks and others . Please consider the customer's satisfications. Thanks.""","""Makanan oke sama seperti xo suki lainnya. Tetapi walaupun hari libur besar seperti lebaran ini bukan berarti senyumnya libur dan order minum, dan lain-lain harus order berkali-kali. Tolong di jaga kepuasan pelanggannya. Terima kasih."""
"""This restaurant is the prime culinary destination if you're going to Bandung. Aside from the exceptionally delicious Sundanese menu, this restaurant is also built on the basis of a relaxing meal time in a saung surrounded by the woods and mountains accompanied by shady trees and splashing sounds of river water, giving you an all-around impressive culinary experience.  Must-try for anyone visiting Bandung.""","""Restoran ini adalah sebuah destinasi kuliner yang wajib dikunjungi bila ke bandung. Selain makanan yang sangat memanjakan lidah makanan sunda, restoran ini juga dibangun dengan konsep makan santai di dalam saung yang dikelilingi alam hutan dan pegunungan yang dihias pepohonan rindang dan dihibur oleh gemericik air sungai sehingga menawarkan pengalaman kuliner yang teramat mengesankan. Harus dicoba bagi siapapun yang ke bandung."""
"""Activating my Indosat data plan again because I got access to unlimited YouTube""","""Kembali mengaktifkan paket data indosat karena dapat akses youtube unlimited."""
"""I just met my friend who works at Trans TV""","""Saya baru saja bertemu teman saya yang bekerja di trans tv"""
"""This restaurant in Anggrek Street has a unique and varied selection of seafood, some are even living and can be cooked on demand. The dish variety and the short wait time certainly won't leave us starving for too long. The steamed grouper is especially delicious and flavourful, even more so if cooked while the fish is still fresh. The place is pretty breezy, and the price is reasonable.""","""Rumah makan di jalan anggrek ini memiliki keistimewaan jenis seafood yang beragam dan ada yang masih hidup untuk dipilih dan dimasak saat itu juga. Berbagai jenis masakan dapat dipilih dan waktu tunggu yang singkat membuat kita tidak terlalu lama kelaparan menunggu. Menu kerapu kukusnya sangat enak dan gurih, apalagi bila dimasak dengan ikan yang masih segar. Lokasi cukup sejuk, harga murah."""
"""As usual, we always look for a unique culinary experience like no other, and we found this place called Padma Hotel Restaurant. We ordered the available menu. There was Indonesian, Eurpean, and Chinese food, and all of them tasted great.""","""Seperti biasa kami selalu mencari kuliner yang lain daripada yang lain, dapatlah kami di tempat ini yaitu the restaurant padma hotel. Kami memesan menu yang ada. Ada dari indonesia, eropa dan chinese, ternyata semua masakannya enak semuanya."""
"""Yeah, that's the thing that makes me mad. This is not the fault of the applicant but 100% the fault of the higher-ups who God knows how they even coordinate. It's heart-wrenching for me even though this is a case from my friend in Lampung.""","""Iya itu yang bikin saya kesal. Ini bukan kesalahan sang pelamar tapi jelas 100% kesalahan pihak yang di atas yang entah bagaimana cara mereka berkordinasi. Nyesek saya itu walaupun ini kasus teman saya yang di lampung."""
"""Service may take a bit long, but the atmosphere is cool and unique, so we can enjoy ith while waiting for the food. The menu is varied and delicious""","""Pelayanannya agak lama, tetapi suasana yang diberikan keren dan unik, jadi sambil menunggu makanan bisa menikmati suasana di resto ini, menu yang disajikan beragam dan enak,"""
"""The food here is delicious with many varieties. Everything is delicious with good scenery. Maximum service from Miss Diah and Miss Gina from start to finish. Very well served""","""Makanan di sini enak-enak dengan banyak variasi. Semuanya enak dengan pemandangan bagus. Pelayanan yang maksimal dari mbak diah dan gina dari awal datang sampai selesai, dilayani dengan sangat baik."""
"""In the upcoming 2018 World Cup, Telkomsel will take part as an official broadcasting partner for the worldwide football event. ""","""Dalam ajang piala dunia 2018 nanti, telkomsel mengambil bagian sebagai pendukung penyiaran resmi dalam perhelatan sepak bola dunia tersebut."""
"""He/She usually buys Paseo tissue.""","""Dia biasanya membeli tisu paseo"""
"""The bus just wasn't comfortable, miss. Not as good as your boss promised, not to mention the atrocious food, and the disappointing tour destination.""","""Busnya tidak nyaman, mbak, tidak sesuai dengan yang diomongin atasan Anda, belum lagi makanannya kurang enak banget, lalu tempat wisata tujuannya yang mengecewakan:"""
"""Pretty easy to locate this place, just gotta follow the directions from the city centre. Later, you should spot a pretty crowded parking space on your left side, that's where this cafe is. Seems like the cafe's rarely empty, really lotsa visitors.""","""Cukup mudah mencari lokasi ini, tinggal mengikuti saja arah ke tengah kota. Nanti di kiri jalan terlihat parkiran mobil yang cukup banyak, disitulah tempat kafe ini. Rasanya kafe ini memang jarang sepi, banyak sekali pengunjung."""
"""I'm so disappointed with this provider, to the point where I'm frustrated, angry, and mad. I even need to step outside because the signal is just that bad.""","""Kecewa saya dengan provider ini, sampai kesal, marah, emosi, saya keluar, gara gara, sinyal yang tidak benar."""
"""The pillow sheet, bed sheet, and blankets are no longer white...and the walls have become mouldy""","""Sarung bantal, seprai dan selimutnya tidak lagi putih...trus dindingnya sudah banyak lumut.."""
"""And when we arrived, this event just went even deeper down the drain. I was just utterly disgusted with him, seriously! Look, I'm sorry, but I just hate the guy with every fiber of my being.""","""Dan ketika dia tiba, makin rusak saja ini acara. Jijik banget gue sama dia, asli! Maaf yaah gue enggak suka banget sama dia"""
"""We had a dinner event at the time, the ice cream was not separated from the espresso so we weren't able to mix it to our personal preferences. The salmon steak wasn't that fresh either, the skin was tough, must've been kept too long in the fridge or freezer. Ironic, considering it was supposed to be the delicious main course.""","""Kami ada acara makan malam waktu itu, ice krimnya tidak dipisahkan dengan espresso jadi tidak bisa mencampur sesuai selera masing-masing. Salmon steaknya juga kurang segar, kulit salmonnya keras, keliatannya lama di kulkas atau freezer. Padahal itu menu utama yang seharusnya enak."""
